Demo_Task,Fiscal_Period,ESG_Record_ID,Linked_GL_Txn_ID,Entity,Cost_Center,Cost_Center_Name,ESG_Category,Account_Code,Account_Name,Supplier,Invoice_Number,PO_Number,Spend_AUD,Sustainability_KPI,KPI_Target,KPI_Actual,KPI_Attainment_Percent,Carbon_tCO2e,Renewable_Source_Percent,Supplier_ESG_Score,Working_Capital_Impact_AUD,Margin_Impact_Points,Misclassification_Flag,Leakage_Flag,Disclosure_Evidence_Status,Audit_Readiness,Recommended_Action,Approval_Required,Source_File_Target
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0503,TXN006711,AUS01,NSW,"New South Wales Operations","Compliance assurance",5320,"Audit Fees",EcoVadis,BOB-ESG-0503,PO-ESG-6535,84659.95,supplier_score,408.39,378.61,92.7,427.00,4.3,51,1944.81,0.20,No,None,Missing,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0504,TXN006712,AUS01,WA,"Western Australia Operations","Compliance assurance",5320,"Audit Fees","Energy Australia",BOB-ESG-0504,PO-ESG-2468,10552.99,audit_evidence_count,867.49,659.98,76.1,573.53,69.2,73,-2052.59,0.21,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0505,TXN006713,FJI01,HR,"Human Resources","Renewable sourcing premium",6000,"Cost of Goods Sold","Bureau Veritas",BOB-ESG-0505,PO-ESG-4244,6612.53,audit_evidence_count,213.80,246.37,115.2,115.10,4.8,74,57066.08,-0.75,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0506,TXN006714,NZL01,R&D,"Research & Development","Compliance assurance",5320,"Audit Fees",EcoVadis,BOB-ESG-0506,PO-ESG-7150,85603.94,waste_kg_reduced,734.35,641.78,87.4,24.91,83.3,87,67228.71,-0.57,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0507,TXN006715,NZL01,FIN,"Finance & Accounting","Energy usage",5110,Utilities,"Carbon Neutral Pty Ltd",BOB-ESG-0507,PO-ESG-7352,54572.36,audit_evidence_count,282.72,305.41,108.0,385.28,78.6,57,-31210.69,-0.80,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0508,TXN006716,NZL01,SA,"South Australia Operations","Carbon offsets",5300,"Professional Services",EcoVadis,BOB-ESG-0508,PO-ESG-3481,16907.15,waste_kg_reduced,316.83,324.60,102.5,547.58,33.9,63,-29820.74,0.37,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0509,TXN006717,AUS01,FIN,"Finance & Accounting","Carbon offsets",5300,"Professional Services","Bureau Veritas",BOB-ESG-0509,PO-ESG-5753,55493.24,"tCO2e avoided",166.45,202.65,121.7,29.72,24.5,49,38681.53,-0.56,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0510,TXN006718,AUS01,WA,"Western Australia Operations","Energy usage",5110,Utilities,"Origin Energy",BOB-ESG-0510,PO-ESG-5184,95839.11,waste_kg_reduced,537.01,454.84,84.7,297.15,94.6,82,78695.93,0.35,No,None,Partial,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0511,TXN006719,AUS01,ACT,"Australian Capital Territory","Supplier ESG premium",6010,"Direct Materials","Green Freight",BOB-ESG-0511,PO-ESG-6632,54823.58,audit_evidence_count,721.63,814.47,112.9,35.15,58.1,70,27162.68,-0.13,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0512,TXN006720,AUS01,TAS,"Tasmania Operations","Fleet emissions",5400,Travel,"Green Freight",BOB-ESG-0512,PO-ESG-3425,98694.71,"tCO2e avoided",477.33,317.85,66.6,319.00,43.0,71,-5671.50,0.31,No,None,Partial,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0513,TXN006721,PNG01,NT,"Northern Territory Operations","Energy usage",5110,Utilities,"Bureau Veritas",BOB-ESG-0513,PO-ESG-5502,26405.59,waste_kg_reduced,108.75,83.90,77.2,34.40,70.2,70,-8701.44,-0.63,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0514,TXN006722,AUS01,NT,"Northern Territory Operations","Waste reduction",5600,Telecommunications,"Origin Energy",BOB-ESG-0514,PO-ESG-5192,43863.75,"tCO2e avoided",796.77,736.39,92.4,43.20,90.4,81,-42149.35,-0.58,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0515,TXN006723,AUS01,QLD,"Queensland Operations","Waste reduction",5600,Telecommunications,"Origin Energy",BOB-ESG-0515,PO-ESG-6513,9493.16,"tCO2e avoided",923.89,811.98,87.9,142.01,40.7,97,-19059.96,-0.14,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0516,TXN006724,AUS01,WA,"Western Australia Operations","Compliance assurance",5320,"Audit Fees","Climate Active Advisor",BOB-ESG-0516,PO-ESG-2713,34254.17,"tCO2e avoided",411.22,353.04,85.9,41.46,64.8,50,-44152.64,0.29,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0517,TXN006725,AUS01,R&D,"Research & Development","Waste reduction",5600,Telecommunications,"Bureau Veritas",BOB-ESG-0517,PO-ESG-3083,95400.68,audit_evidence_count,802.88,829.61,103.3,337.64,16.3,46,5104.12,0.13,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0518,TXN006726,AUS01,VIC,"Victoria Operations","Carbon offsets",5300,"Professional Services","Sustainable Packaging Co",BOB-ESG-0518,PO-ESG-5905,43979.78,renewable_kwh,648.09,744.66,114.9,158.25,1.9,50,61530.65,0.39,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0519,TXN006727,NZL01,IT,"Information Technology","Supplier ESG premium",6010,"Direct Materials","Bureau Veritas",BOB-ESG-0519,PO-ESG-8496,78166.57,"tCO2e avoided",960.20,975.73,101.6,378.27,39.8,97,-31665.79,-0.52,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0520,TXN006728,AUS01,FIN,"Finance & Accounting","Supplier ESG premium",6010,"Direct Materials",EcoVadis,BOB-ESG-0520,PO-ESG-9706,91518.87,audit_evidence_count,560.77,392.43,70.0,217.24,82.7,82,27653.84,0.21,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0521,TXN006729,AUS01,IT,"Information Technology","Sustainable packaging",6010,"Direct Materials","Origin Energy",BOB-ESG-0521,PO-ESG-9071,61314.12,waste_kg_reduced,526.37,447.25,85.0,541.56,53.2,76,32162.67,-0.47,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0522,TXN006730,AUS01,OPS,"Operations & Logistics","Sustainable packaging",6010,"Direct Materials",EcoVadis,BOB-ESG-0522,PO-ESG-9983,58001.53,audit_evidence_count,760.70,727.53,95.6,413.51,56.6,47,-22299.24,0.40,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0523,TXN006731,FJI01,TAS,"Tasmania Operations","Sustainable packaging",6010,"Direct Materials","Climate Active Advisor",BOB-ESG-0523,PO-ESG-5805,101213.97,renewable_kwh,945.48,1129.81,119.5,204.94,17.8,69,51190.65,-0.53,No,None,Partial,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0524,TXN006732,AUS01,CORP,"Corporate Head Office","Sustainable packaging",6010,"Direct Materials","Carbon Neutral Pty Ltd",BOB-ESG-0524,PO-ESG-4630,47305.05,renewable_kwh,72.94,69.68,95.5,157.86,57.8,58,-22880.60,0.31,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0525,TXN006733,PNG01,SA,"South Australia Operations","Waste reduction",5600,Telecommunications,"Sustainable Packaging Co",BOB-ESG-0525,PO-ESG-2220,67210.52,audit_evidence_count,882.32,631.56,71.6,263.90,50.0,96,-42589.05,-0.11,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0526,TXN006734,AUS01,OPS,"Operations & Logistics","Renewable sourcing premium",6000,"Cost of Goods Sold","Sustainable Packaging Co",BOB-ESG-0526,PO-ESG-7708,30599.26,"tCO2e avoided",534.24,488.00,91.3,3.99,55.4,58,76388.27,-0.57,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0527,TXN006735,FJI01,VIC,"Victoria Operations","Sustainable packaging",6010,"Direct Materials",EcoVadis,BOB-ESG-0527,PO-ESG-7453,41186.96,waste_kg_reduced,764.79,614.05,80.3,239.35,49.4,78,-39979.30,-0.07,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0528,TXN006736,PNG01,HR,"Human Resources","Compliance assurance",5320,"Audit Fees","Bureau Veritas",BOB-ESG-0528,PO-ESG-8280,71669.06,supplier_score,403.22,430.17,106.7,117.41,58.0,67,72699.51,0.31,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0529,TXN006737,AUS01,WA,"Western Australia Operations","Fleet emissions",5400,Travel,"Carbon Neutral Pty Ltd",BOB-ESG-0529,PO-ESG-4327,111706.23,renewable_kwh,646.85,431.91,66.8,590.86,69.7,52,79767.68,-0.58,No,None,Missing,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0530,TXN006738,FJI01,WA,"Western Australia Operations","Compliance assurance",5320,"Audit Fees","Origin Energy",BOB-ESG-0530,PO-ESG-4264,62330.87,renewable_kwh,218.43,216.82,99.3,82.61,72.9,77,11575.62,-0.41,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0531,TXN006739,AUS01,NT,"Northern Territory Operations","Supplier ESG premium",6010,"Direct Materials","Sustainable Packaging Co",BOB-ESG-0531,PO-ESG-4234,32532.64,"tCO2e avoided",69.23,50.67,73.2,465.46,36.9,76,-43433.63,-0.71,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0532,TXN006740,AUS01,CORP,"Corporate Head Office","Carbon offsets",5300,"Professional Services","Sustainable Packaging Co",BOB-ESG-0532,PO-ESG-8375,86223.16,supplier_score,701.42,639.93,91.2,80.79,44.4,48,-3519.30,0.28,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0533,TXN006741,NZL01,ACT,"Australian Capital Territory","Supplier ESG premium",6010,"Direct Materials","Origin Energy",BOB-ESG-0533,PO-ESG-4904,20158.92,audit_evidence_count,178.98,205.58,114.9,523.77,58.5,46,-10489.81,-0.05,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0534,TXN006742,AUS01,SA,"South Australia Operations","Carbon offsets",5300,"Professional Services","Carbon Neutral Pty Ltd",BOB-ESG-0534,PO-ESG-7828,63172.25,renewable_kwh,286.21,189.37,66.2,483.42,40.9,67,32051.66,-0.48,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0535,TXN006743,FJI01,QLD,"Queensland Operations","Supplier ESG premium",6010,"Direct Materials","Carbon Neutral Pty Ltd",BOB-ESG-0535,PO-ESG-2671,6129.61,supplier_score,225.74,151.26,67.0,220.67,96.6,63,36023.67,-0.36,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0536,TXN006744,AUS01,ACT,"Australian Capital Territory","Fleet emissions",5400,Travel,"Energy Australia",BOB-ESG-0536,PO-ESG-9835,73291.70,audit_evidence_count,588.90,555.19,94.3,34.76,11.2,87,70332.65,0.10,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0537,TXN006745,AUS01,CORP,"Corporate Head Office","Supplier ESG premium",6010,"Direct Materials","Origin Energy",BOB-ESG-0537,PO-ESG-9703,29756.72,audit_evidence_count,904.89,834.48,92.2,512.15,6.5,97,-24799.17,-0.67,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0538,TXN006746,AUS01,QLD,"Queensland Operations","Sustainable packaging",6010,"Direct Materials","Sustainable Packaging Co",BOB-ESG-0538,PO-ESG-6502,7788.60,renewable_kwh,996.88,1057.93,106.1,412.83,79.8,47,-36125.27,0.21,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0539,TXN006747,AUS01,NSW,"New South Wales Operations","Compliance assurance",5320,"Audit Fees","Sustainable Packaging Co",BOB-ESG-0539,PO-ESG-3608,4690.56,audit_evidence_count,981.68,671.08,68.4,593.08,87.7,68,25436.17,0.28,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0540,TXN006748,NZL01,FIN,"Finance & Accounting","Compliance assurance",5320,"Audit Fees",EcoVadis,BOB-ESG-0540,PO-ESG-9471,107678.31,supplier_score,328.36,351.09,106.9,40.16,21.5,88,6559.86,-0.49,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0541,TXN006749,AUS01,NSW,"New South Wales Operations","Fleet emissions",5400,Travel,EcoVadis,BOB-ESG-0541,PO-ESG-7285,106427.97,waste_kg_reduced,843.00,834.30,99.0,3.64,63.4,97,6515.79,-0.01,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0542,TXN006750,NZL01,MKT,"Marketing & Sales","Fleet emissions",5400,Travel,"Origin Energy",BOB-ESG-0542,PO-ESG-9221,12197.25,renewable_kwh,64.38,66.37,103.1,533.44,27.8,83,-8155.54,-0.72,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0543,TXN006751,AUS01,R&D,"Research & Development","Fleet emissions",5400,Travel,"Origin Energy",BOB-ESG-0543,PO-ESG-9126,95808.99,supplier_score,283.78,242.04,85.3,104.46,3.1,59,7656.75,-0.55,No,None,Missing,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0544,TXN006752,AUS01,IT,"Information Technology","Carbon offsets",5300,"Professional Services","Energy Australia",BOB-ESG-0544,PO-ESG-8431,46182.46,supplier_score,535.58,425.89,79.5,264.00,79.5,76,-19978.98,0.14,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0545,TXN006753,AUS01,VIC,"Victoria Operations","Compliance assurance",5320,"Audit Fees","Origin Energy",BOB-ESG-0545,PO-ESG-5170,3527.59,waste_kg_reduced,117.15,114.39,97.6,3.73,72.0,70,-7316.33,-0.30,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0546,TXN006754,AUS01,NT,"Northern Territory Operations","Carbon offsets",5300,"Professional Services","Sustainable Packaging Co",BOB-ESG-0546,PO-ESG-7986,63357.39,renewable_kwh,73.35,64.15,87.5,431.46,48.1,91,78955.41,-0.22,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0547,TXN006755,AUS01,ACT,"Australian Capital Territory","Waste reduction",5600,Telecommunications,"Origin Energy",BOB-ESG-0547,PO-ESG-7152,57836.34,waste_kg_reduced,880.17,1006.53,114.4,292.76,51.9,51,-3240.91,0.39,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0548,TXN006756,NZL01,QLD,"Queensland Operations","Sustainable packaging",6010,"Direct Materials","Green Freight",BOB-ESG-0548,PO-ESG-4962,55463.15,supplier_score,77.57,80.26,103.5,266.32,47.6,46,22034.03,0.37,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0549,TXN006757,AUS01,IT,"Information Technology","Sustainable packaging",6010,"Direct Materials","Sustainable Packaging Co",BOB-ESG-0549,PO-ESG-3383,72896.72,audit_evidence_count,65.91,51.05,77.5,66.72,59.9,87,11697.33,0.34,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0550,TXN006758,AUS01,NT,"Northern Territory Operations","Sustainable packaging",6010,"Direct Materials","Bureau Veritas",BOB-ESG-0550,PO-ESG-4959,33841.11,waste_kg_reduced,444.15,508.13,114.4,596.11,71.2,81,-23421.13,-0.72,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0551,TXN006759,NZL01,SA,"South Australia Operations","Renewable sourcing premium",6000,"Cost of Goods Sold","Green Freight",BOB-ESG-0551,PO-ESG-8774,76588.60,renewable_kwh,280.37,234.41,83.6,495.07,54.2,97,82919.69,0.00,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0552,TXN006760,AUS01,TAS,"Tasmania Operations","Supplier ESG premium",6010,"Direct Materials",EcoVadis,BOB-ESG-0552,PO-ESG-8415,52428.06,audit_evidence_count,976.46,956.96,98.0,369.33,52.1,95,24970.10,0.34,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0553,TXN006761,NZL01,NSW,"New South Wales Operations","Fleet emissions",5400,Travel,"Carbon Neutral Pty Ltd",BOB-ESG-0553,PO-ESG-8448,70492.58,audit_evidence_count,561.82,659.62,117.4,136.43,90.7,62,-15307.96,-0.17,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0554,TXN006762,AUS01,QLD,"Queensland Operations","Supplier ESG premium",6010,"Direct Materials","Bureau Veritas",BOB-ESG-0554,PO-ESG-5857,49195.03,renewable_kwh,640.50,562.88,87.9,228.58,68.1,66,68565.73,-0.36,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0555,TXN006763,NZL01,NT,"Northern Territory Operations","Waste reduction",5600,Telecommunications,"Origin Energy",BOB-ESG-0555,PO-ESG-5138,51487.85,waste_kg_reduced,598.48,571.11,95.4,46.17,21.1,85,10831.33,-0.30,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0556,TXN006764,PNG01,SA,"South Australia Operations","Energy usage",5110,Utilities,"Sustainable Packaging Co",BOB-ESG-0556,PO-ESG-4497,61295.54,"tCO2e avoided",133.92,147.18,109.9,578.46,97.1,55,13898.26,-0.38,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0557,TXN006765,AUS01,ACT,"Australian Capital Territory","Sustainable packaging",6010,"Direct Materials","Bureau Veritas",BOB-ESG-0557,PO-ESG-4496,34331.03,audit_evidence_count,940.00,891.57,94.8,310.94,79.6,59,-15682.23,-0.66,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0558,TXN006766,AUS01,R&D,"Research & Development","Compliance assurance",5320,"Audit Fees","Sustainable Packaging Co",BOB-ESG-0558,PO-ESG-6119,84557.08,"tCO2e avoided",602.87,408.81,67.8,93.64,51.9,57,-7703.55,0.07,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
